Code_commune_INSEE;Nom_commune;Code_postal;Libellé_d_acheminement
51612;BLANCS COTEAUX;51130;BLANCS COTEAUX
61366;ST AUBIN DE BONNEVAL;61470;ST AUBIN DE BONNEVAL
50099;CARENTAN LES MARAIS;50500;CARENTAN LES MARAIS
58185;MOUX EN MORVAN;58230;MOUX EN MORVAN
51618;LE VEZIER;51210;LE VEZIER
61367;ST AUBIN DE COURTERAIE;61560;ST AUBIN DE COURTERAIE
50099;CARENTAN LES MARAIS;50500;CARENTAN LES MARAIS
58187;MYENNES;58440;MYENNES
51627;VILLENEUVE RENNEVILLE CHEVIGNY;51130;VILLENEUVE RENNEVILLE CHEVIGNY
61372;ST CENERI LE GEREI;61250;ST CENERI LE GEREI
50102;CAROLLES;50740;CAROLLES
58192;NEUVILLE LES DECIZE;58300;NEUVILLE LES DECIZE
51632;VILLERS EN ARGONNE;51800;VILLERS EN ARGONNE
61373;STE CERONNE LES MORTAGNE;61380;STE CERONNE LES MORTAGNE
50106;CAVIGNY;50620;CAVIGNY
58196;NOLAY;58700;NOLAY
51638;VILLESENEUX;51130;VILLESENEUX
61375;BOISCHAMPRE;61570;BOISCHAMPRE
50109;CERENCES;50510;CERENCES
58197;NUARS;58190;NUARS
52006;ALLICHAMPS;52130;ALLICHAMPS
61375;BOISCHAMPRE;61570;BOISCHAMPRE
50111;CERISY LA SALLE;50210;CERISY LA SALLE
58199;ONLAY;58370;ONLAY
52008;ANDELOT BLANCHEVILLE;52700;ANDELOT BLANCHEVILLE
61385;ST EVROULT DE MONTFORT;61230;ST EVROULT DE MONTFORT
50112;LA CHAISE BAUDOUIN;50370;LA CHAISE BAUDOUIN
58200;OUAGNE;58500;OUAGNE
52015;ARBIGNY SOUS VARENNES;52500;ARBIGNY SOUS VARENNES
61388;ST FULGENT DES ORMES;61130;ST FULGENT DES ORMES
50115;LE GRIPPON;50320;LE GRIPPON
58205;OUROUX EN MORVAN;58230;OUROUX EN MORVAN
52023;AUBERIVE;52160;AUBERIVE
61396;ST GERMAIN DE MARTIGNY;61560;ST GERMAIN DE MARTIGNY
50117;CHAMPEAUX;50530;CHAMPEAUX
58207;PARIGNY LES VAUX;58320;PARIGNY LES VAUX
52031;AUTREVILLE SUR LA RENNE;52330;AUTREVILLE SUR LA RENNE
61402;ST HILAIRE DE BRIOUZE;61220;ST HILAIRE DE BRIOUZE
50121;LA CHAPELLE CECELIN;50800;LA CHAPELLE CECELIN
58209;PERROY;58220;PERROY
52037;BANNES;52360;BANNES
61412;ST JULIEN SUR SARTHE;61170;ST JULIEN SUR SARTHE
50124;LA CHAPELLE UREE;50370;LA CHAPELLE UREE
58210;PLANCHEZ;58230;PLANCHEZ
52038;BASSONCOURT;52240;BASSONCOURT
61413;ST LAMBERT SUR DIVE;61160;ST LAMBERT SUR DIVE
50126;CHAVOY;50870;CHAVOY
58213;POUGNY;58200;POUGNY
52044;ROCHES BETTAINCOURT;52270;ROCHES BETTAINCOURT
61414;ST LANGIS LES MORTAGNE;61400;ST LANGIS LES MORTAGNE
50129;CHERBOURG EN COTENTIN;50120;CHERBOURG EN COTENTIN
58215;POUILLY SUR LOIRE;58150;POUILLY SUR LOIRE
52050;BIESLES;52340;BIESLES
61415;ST LEGER SUR SARTHE;61170;ST LEGER SUR SARTHE
50129;CHERBOURG EN COTENTIN;50470;CHERBOURG EN COTENTIN
58227;ST AMAND EN PUISAYE;58310;ST AMAND EN PUISAYE
52055;BLECOURT;52300;BLECOURT
61420;STE MARIE LA ROBERT;61320;STE MARIE LA ROBERT
50135;CLITOURPS;50330;CLITOURPS
58231;ST AUBIN LES FORGES;58130;ST AUBIN LES FORGES
52057;BLUMERAY;52110;BLUMERAY
61424;ST MARTIN DES LANDES;61320;ST MARTIN DES LANDES
50139;CONDE SUR VIRE;50420;CONDE SUR VIRE
58245;ST HILAIRE FONTAINE;58300;ST HILAIRE FONTAINE
52058;BOLOGNE;52310;BOLOGNE
61432;ST MICHEL TUBOEUF;61300;ST MICHEL TUBOEUF
50142;VICQ SUR MER;50330;VICQ SUR MER
58247;ST JEAN AUX AMOGNES;58270;ST JEAN AUX AMOGNES
52060;BOURBONNE LES BAINS;52400;BOURBONNE LES BAINS
61438;ST OUEN DE SECHEROUVRE;61560;ST OUEN DE SECHEROUVRE
50148;COUVAINS;50680;COUVAINS
58251;ST LOUP;58200;ST LOUP
52060;BOURBONNE LES BAINS;52400;BOURBONNE LES BAINS
61450;ST QUENTIN DE BLAVOU;61360;ST QUENTIN DE BLAVOU
50161;LE DEZERT;50620;LE DEZERT
58256;ST MARTIN SUR NOHAIN;58150;ST MARTIN SUR NOHAIN
52063;BOURG STE MARIE;52150;BOURG STE MARIE
61453;ST SAUVEUR DE CARROUGES;61320;ST SAUVEUR DE CARROUGES
50162;DIGOSVILLE;50110;DIGOSVILLE
58257;ST MAURICE;58330;ST MAURICE
52064;BOURMONT ENTRE MEUSE ET MOUZON;52150;BOURMONT ENTRE MEUSE ET MOUZON
61457;ST SYMPHORIEN DES BRUYERES;61300;ST SYMPHORIEN DES BRUYERES
50167;DRAGEY RONTHON;50530;DRAGEY RONTHON
58260;ST PARIZE LE CHATEL;58490;ST PARIZE LE CHATEL
52065;BOUZANCOURT;52110;BOUZANCOURT
61463;LES MONTS D ANDAINE;61600;LES MONTS D ANDAINE
50172;EMONDEVILLE;50310;EMONDEVILLE
58260;ST PARIZE LE CHATEL;58490;ST PARIZE LE CHATEL
52067;BRAINVILLE SUR MEUSE;52150;BRAINVILLE SUR MEUSE
61473;SEVRAI;61150;SEVRAI
50188;FOLLIGNY;50320;FOLLIGNY
58261;ST PERE;58200;ST PERE
52069;BRAUX LE CHATEL;52120;BRAUX LE CHATEL
61474;GOUFFERN EN AUGE;61200;GOUFFERN EN AUGE
50188;FOLLIGNY;50320;FOLLIGNY
58262;ST PEREUSE;58110;ST PEREUSE
52074;BREUVANNES EN BASSIGNY;52240;BREUVANNES EN BASSIGNY
61474;GOUFFERN EN AUGE;61310;GOUFFERN EN AUGE
50197;GAVRAY SUR SIENNE;50450;GAVRAY SUR SIENNE
58266;ST REVERIEN;58420;ST REVERIEN
52075;BRIAUCOURT;52700;BRIAUCOURT
61474;GOUFFERN EN AUGE;61310;GOUFFERN EN AUGE
50216;GRAIGNES MESNIL ANGOT;50620;GRAIGNES MESNIL ANGOT
58273;SAUVIGNY LES BOIS;58160;SAUVIGNY LES BOIS
52088;CEFFONDS;52220;CEFFONDS
61476;SURE;61360;SURE
50216;GRAIGNES MESNIL ANGOT;50620;GRAIGNES MESNIL ANGOT
58274;SAVIGNY POIL FOL;58170;SAVIGNY POIL FOL
52093;CHALINDREY;52600;CHALINDREY
61483;BAGNOLES DE L ORNE NORMANDIE;61600;BAGNOLES DE L ORNE NORMANDIE
27070;FRENELLES EN VEXIN;27700;FRENELLES EN VEXIN
58276;SEMELAY;58360;SEMELAY
52094;VALS DES TILLES;52160;VALS DES TILLES
61484;VAL AU PERCHE;61260;VAL AU PERCHE
27078;LA BOISSIERE;27220;LA BOISSIERE
58282;SURGY;58500;SURGY
52114;CHATEAUVILLAIN;52120;CHATEAUVILLAIN
61486;TINCHEBRAY BOCAGE;61800;TINCHEBRAY BOCAGE
27085;FLANCOURT CRESCY EN ROUMOIS;27310;FLANCOURT CRESCY EN ROUMOIS
58284;TALON;58190;TALON
52114;CHATEAUVILLAIN;52120;CHATEAUVILLAIN
61488;TOUQUETTES;61550;TOUQUETTES
27090;BOSROUMOIS;27670;BOSROUMOIS
58287;TAZILLY;58170;TAZILLY
52114;CHATEAUVILLAIN;52120;CHATEAUVILLAIN
61490;TOURNAI SUR DIVE;61160;TOURNAI SUR DIVE
27094;BOSQUENTIN;27480;BOSQUENTIN
58295;TRACY SUR LOIRE;58150;TRACY SUR LOIRE
52122;CHAUMONT LA VILLE;52150;CHAUMONT LA VILLE
61491;TOUROUVRE AU PERCHE;61190;TOUROUVRE AU PERCHE
27096;LES BOTTEREAUX;27250;LES BOTTEREAUX
58302;VARENNES LES NARCY;58400;VARENNES LES NARCY
52124;CHEZEAUX;52400;CHEZEAUX
61493;LA TRINITE DES LAITIERS;61230;LA TRINITE DES LAITIERS
27097;BOUAFLES;27700;BOUAFLES
58306;VERNEUIL;58300;VERNEUIL
52132;CLEFMONT;52240;CLEFMONT
61499;LES VENTES DE BOURSE;61170;LES VENTES DE BOURSE
27100;BOULLEVILLE;27210;BOULLEVILLE
58312;VILLIERS SUR YONNE;58500;VILLIERS SUR YONNE
52134;COHONS;52600;COHONS
61502;VIDAI;61360;VIDAI
27100;BOULLEVILLE;27210;BOULLEVILLE
59002;ABSCON;59215;ABSCON
52140;COLOMBEY LES DEUX EGLISES;52330;COLOMBEY LES DEUX EGLISES
61510;VITRAI SOUS LAIGLE;61300;VITRAI SOUS LAIGLE
27104;BOURG BEAUDOUIN;27380;BOURG BEAUDOUIN
59004;AIX EN PEVELE;59310;AIX EN PEVELE
52140;COLOMBEY LES DEUX EGLISES;52330;COLOMBEY LES DEUX EGLISES
61512;LES YVETEAUX;61210;LES YVETEAUX
27105;GRAND BOURGTHEROULDE;27520;GRAND BOURGTHEROULDE
59017;ARMENTIERES;59280;ARMENTIERES
52157;CURMONT;52330;CURMONT
62002;ABLAINZEVELLE;62116;ABLAINZEVELLE
27106;BOURNAINVILLE FAVEROLLES;27230;BOURNAINVILLE FAVEROLLES
59019;ARTRES;59269;ARTRES
52174;DONCOURT SUR MEUSE;52150;DONCOURT SUR MEUSE
62004;ACHICOURT;62217;ACHICOURT
27113;BRETIGNY;27800;BRETIGNY
59029;AUCHY LEZ ORCHIES;59310;AUCHY LEZ ORCHIES
52187;EPIZON;52230;EPIZON
62024;ALQUINES;62850;ALQUINES
27117;BROGLIE;27270;BROGLIE
59032;AULNOY LEZ VALENCIENNES;59300;AULNOY LEZ VALENCIENNES
52197;FAYL BILLOT;52500;FAYL BILLOT
62026;AMBRICOURT;62310;AMBRICOURT
27120;BUREY;27190;BUREY
59038;AVESNES LE SEC;59296;AVESNES LE SEC
52199;FERRIERE ET LAFOLIE;52300;FERRIERE ET LAFOLIE
62031;ANDRES;62340;ANDRES
27124;CAILLY SUR EURE;27490;CAILLY SUR EURE
59044;BAISIEUX;59780;BAISIEUX
52204;FORCEY;52700;FORCEY
62039;ARLEUX EN GOHELLE;62580;ARLEUX EN GOHELLE
27133;CAUMONT;27310;CAUMONT
59049;BANTOUZELLE;59266;BANTOUZELLE
52214;LA GENEVROYE;52320;LA GENEVROYE
62048;AUCHEL;62260;AUCHEL
27141;CHAMP DOLENT;27190;CHAMP DOLENT
59051;LA BASSEE;59480;LA BASSEE
52232;GUINDRECOURT SUR BLAISE;52330;GUINDRECOURT SUR BLAISE
62051;AUCHY LES MINES;62138;AUCHY LES MINES
27144;CHAMPIGNY LA FUTELAYE;27220;CHAMPIGNY LA FUTELAYE
59053;BAVAY;59570;BAVAY
52235;HALLIGNICOURT;52100;HALLIGNICOURT
62068;AYETTE;62116;AYETTE
27146;LA CHAPELLE BAYVEL;27260;LA CHAPELLE BAYVEL
59056;BEAUCAMPS LIGNY;59134;BEAUCAMPS LIGNY
52244;HUMBECOURT;52290;HUMBECOURT
62084;BARLY;62810;BARLY
27147;LA CHAPELLE DU BOIS DES FAULX;27930;LA CHAPELLE DU BOIS DES FAULX
59074;BERTRY;59980;BERTRY
52249;ISOMES;52190;ISOMES
62087;BAYENGHEM LES EPERLECQUES;62910;BAYENGHEM LES EPERLECQUES
27163;COLLETOT;27500;COLLETOT
59078;BEUGNIES;59216;BEUGNIES
52254;LACHAPELLE EN BLAISY;52330;LACHAPELLE EN BLAISY
62100;BEAURAINVILLE;62990;BEAURAINVILLE
27168;CONNELLES;27430;CONNELLES
59079;BEUVRAGES;59192;BEUVRAGES
52265;BAYARD SUR MARNE;52170;BAYARD SUR MARNE
62101;BEAUVOIS;62130;BEAUVOIS
27170;CORMEILLES;27260;CORMEILLES
59082;BIERNE;59380;BIERNE
52384;PERROGNEY LES FONTAINES;52160;PERROGNEY LES FONTAINES
62102;BECOURT;62240;BECOURT
27174;CORNEVILLE SUR RISLE;27500;CORNEVILLE SUR RISLE
59088;BOIS GRENIER;59280;BOIS GRENIER
52388;PIERREMONT SUR AMANCE;52500;PIERREMONT SUR AMANCE
62109;BERGUENEUSE;62134;BERGUENEUSE
27181;COURDEMANCHE;27320;COURDEMANCHE
59093;BOULOGNE SUR HELPE;59440;BOULOGNE SUR HELPE
52400;LE CHATELET SUR MEUSE;52400;LE CHATELET SUR MEUSE
62111;BERLENCOURT LE CAUROY;62810;BERLENCOURT LE CAUROY
27188;CRIQUEBEUF SUR SEINE;27340;CRIQUEBEUF SUR SEINE
59096;BOURGHELLES;59830;BOURGHELLES
52420;REYNEL;52700;REYNEL
62121;BEUGNATRE;62450;BEUGNATRE
27193;CROTH;27530;CROTH
59104;BOUSSOIS;59168;BOUSSOIS
52432;ROLAMPONT;52260;ROLAMPONT
62124;BEUTIN;62170;BEUTIN
27198;MESNILS SUR ITON;27240;MESNILS SUR ITON
59105;BOUVIGNIES;59870;BOUVIGNIES
53012;ATHEE;53400;ATHEE
62132;BILLY BERCLAU;62138;BILLY BERCLAU
27198;MESNILS SUR ITON;27240;MESNILS SUR ITON
59107;BRAY DUNES;59123;BRAY DUNES
53025;BAZOUGERS;53170;BAZOUGERS
62133;BILLY MONTIGNY;62420;BILLY MONTIGNY
27198;MESNILS SUR ITON;27240;MESNILS SUR ITON
59114;BRUILLE ST AMAND;59199;BRUILLE ST AMAND
53034;BONCHAMP LES LAVAL;53960;BONCHAMP LES LAVAL
62142;BLINGEL;62770;BLINGEL
27198;MESNILS SUR ITON;27240;MESNILS SUR ITON
59115;BRUNEMONT;59151;BRUNEMONT
53037;BOUESSAY;53290;BOUESSAY
62153;BOMY;62960;BOMY
27198;MESNILS SUR ITON;27240;MESNILS SUR ITON
59130;CAPPELLE BROUCK;59630;CAPPELLE BROUCK
53053;CHAMPGENETEUX;53160;CHAMPGENETEUX
62163;BOURET SUR CANCHE;62270;BOURET SUR CANCHE
27198;MESNILS SUR ITON;27240;MESNILS SUR ITON
59131;CAPPELLE LA GRANDE;59180;CAPPELLE LA GRANDE
53056;LA CHAPELLE ANTHENAISE;53950;LA CHAPELLE ANTHENAISE
62171;BOYAVAL;62134;BOYAVAL
27205;DOUVILLE SUR ANDELLE;27380;DOUVILLE SUR ANDELLE
59136;LE CATEAU CAMBRESIS;59360;LE CATEAU CAMBRESIS
53062;CHATEAU GONTIER SUR MAYENNE;53200;CHATEAU GONTIER SUR MAYENNE
62175;BREVILLERS;62140;BREVILLERS
27213;VEXIN SUR EPTE;27420;VEXIN SUR EPTE
59149;CLARY;59225;CLARY
53079;COUESMES VAUCE;53300;COUESMES VAUCE
62178;BRUAY LA BUISSIERE;62700;BRUAY LA BUISSIERE
27213;VEXIN SUR EPTE;27420;VEXIN SUR EPTE
59158;COUTICHES;59310;COUTICHES
53083;COURCITE;53700;COURCITE
62185;BULLECOURT;62128;BULLECOURT
27219;EPEGARD;27110;EPEGARD
59160;CRESPIN;59154;CRESPIN
53085;CRENNES SUR FRAUBEE;53700;CRENNES SUR FRAUBEE
62191;CAFFIERS;62132;CAFFIERS
27224;EPREVILLE PRES LE NEUBOURG;27110;EPREVILLE PRES LE NEUBOURG
59166;CURGIES;59990;CURGIES
53087;LA CROPTE;53170;LA CROPTE
62192;CAGNICOURT;62182;CAGNICOURT
27229;EVREUX;27000;EVREUX
59167;CUVILLERS;59268;CUVILLERS
53089;DAON;53200;DAON
62198;CAMBLIGNEUL;62690;CAMBLIGNEUL
27231;FAINS;27120;FAINS
59171;DEHERIES;59127;DEHERIES
53104;GENNES LONGUEFUYE;53200;GENNES LONGUEFUYE
62201;CAMIERS;62176;CAMIERS
27233;FATOUVILLE GRESTAIN;27210;FATOUVILLE GRESTAIN
59174;DIMECHAUX;59740;DIMECHAUX
53118;LE HOUSSEAU BRETIGNOLLES;53110;LE HOUSSEAU BRETIGNOLLES
62203;CAMPAGNE LES GUINES;62340;CAMPAGNE LES GUINES
27234;FAUVILLE;27930;FAUVILLE
59175;DIMONT;59216;DIMONT
53121;JAVRON LES CHAPELLES;53250;JAVRON LES CHAPELLES
62211;CAPELLE FERMONT;62690;CAPELLE FERMONT
27243;FIQUEFLEUR EQUAINVILLE;27210;FIQUEFLEUR EQUAINVILLE
59176;DOIGNIES;59400;DOIGNIES
53123;JUVIGNE;53380;JUVIGNE
62214;CARLY;62830;CARLY
27246;FLEURY SUR ANDELLE;27380;FLEURY SUR ANDELLE
59177;DOMPIERRE SUR HELPE;59440;DOMPIERRE SUR HELPE
53124;PREE D ANJOU;53200;PREE D ANJOU
62234;CONCHY SUR CANCHE;62270;CONCHY SUR CANCHE
27259;FOUCRAINVILLE;27220;FOUCRAINVILLE
59178;DOUAI;59500;DOUAI
53127;LASSAY LES CHATEAUX;53110;LASSAY LES CHATEAUX
62235;CONDETTE;62360;CONDETTE
27273;GADENCOURT;27120;GADENCOURT
59178;DOUAI;59500;DOUAI
53141;LOUVIGNE;53210;LOUVIGNE
62238;CONTEVILLE EN TERNOIS;62130;CONTEVILLE EN TERNOIS
27276;GAMACHES EN VEXIN;27150;GAMACHES EN VEXIN
59183;DUNKERQUE;59140;DUNKERQUE
53161;MONTSURS;53150;MONTSURS
62239;COQUELLES;62231;COQUELLES
27277;LA BARONNIE;27220;LA BARONNIE
59183;DUNKERQUE;59240;DUNKERQUE
53182;PORT BRILLET;53410;PORT BRILLET
62242;COUIN;62760;COUIN
27294;VAL D ORGER;27440;VAL D ORGER
59184;EBBLINGHEM;59173;EBBLINGHEM
53188;RENAZE;53800;RENAZE
62257;CREQUY;62310;CREQUY
27298;GRAVERON SEMERVILLE;27110;GRAVERON SEMERVILLE
59185;ECAILLON;59176;ECAILLON
53195;SACE;53470;SACE
62267;DENNEBROEUCQ;62560;DENNEBROEUCQ
27306;GUICHAINVILLE;27930;GUICHAINVILLE
59186;ECCLES;59740;ECCLES
53206;ST CHARLES LA FORET;53170;ST CHARLES LA FORET
62268;DESVRES;62240;DESVRES
27309;L HABIT;27220;L HABIT
59188;ECUELIN;59620;ECUELIN
53208;ST CYR EN PAIL;53140;ST CYR EN PAIL
62270;DIVION;62460;DIVION
27311;HARCOURT;27800;HARCOURT
59190;ELESMES;59600;ELESMES
53212;ST DENIS DU MAINE;53170;ST DENIS DU MAINE
62277;DROCOURT;62320;DROCOURT
27317;LA HAYE AUBREE;27350;LA HAYE AUBREE
59191;ELINCOURT;59127;ELINCOURT
53222;ST GERMAIN D ANXURE;53240;ST GERMAIN D ANXURE
62280;DURY;62156;DURY
27320;LA HAYE DU THEIL;27370;LA HAYE DU THEIL
59197;ENNEVELIN;59710;ENNEVELIN
53226;ST HILAIRE DU MAINE;53380;ST HILAIRE DU MAINE
62285;ECOUST ST MEIN;62128;ECOUST ST MEIN
27321;LA HAYE LE COMTE;27400;LA HAYE LE COMTE
59205;ESCAUDAIN;59124;ESCAUDAIN
53228;BLANDOUET ST JEAN;53270;BLANDOUET ST JEAN
62298;EPINOY;62860;EPINOY
27324;HEBECOURT;27150;HEBECOURT
59212;ESTAIRES;59940;ESTAIRES
53233;ST LOUP DU DORAT;53290;ST LOUP DU DORAT
62299;EPS;62134;EPS
27325;HECMANVILLE;27800;HECMANVILLE
59213;ESTOURMEL;59400;ESTOURMEL
53238;ST MARS SUR LA FUTAIE;53220;ST MARS SUR LA FUTAIE
62300;EQUIHEN PLAGE;62224;EQUIHEN PLAGE
27327;HECTOMARE;27110;HECTOMARE
59215;ESTREUX;59990;ESTREUX
53255;STE SUZANNE ET CHAMMES;53270;STE SUZANNE ET CHAMMES
62302;ERGNY;62650;ERGNY
27329;HENNEZIS;27700;HENNEZIS
59222;FAUMONT;59310;FAUMONT
53257;SAULGES;53340;SAULGES
62328;FERFAY;62260;FERFAY
27331;HEUBECOURT HARICOURT;27630;HEUBECOURT HARICOURT
59225;FEIGNIES;59750;FEIGNIES
54001;ABAUCOURT;54610;ABAUCOURT SUR SEILLE
62343;FONTAINE LES CROISILLES;62128;FONTAINE LES CROISILLES
27332;HEUDEBOUVILLE;27600;HEUDEBOUVILLE
59229;FERON;59610;FERON
54010;ALLAMPS;54112;ALLAMPS
62350;FOUQUIERES LES BETHUNE;62232;FOUQUIERES LES BETHUNE
27338;LES HOGUES;27910;LES HOGUES
59239;FLINES LEZ RACHES;59148;FLINES LEZ RACHES
54023;ARRACOURT;54370;ARRACOURT
62352;FRAMECOURT;62130;FRAMECOURT
27342;HOUETTEVILLE;27400;HOUETTEVILLE
59241;FLOYON;59219;FLOYON
54026;ATHIENVILLE;54370;ATHIENVILLE
62357;FRESNOY;62770;FRESNOY
27343;HOULBEC COCHEREL;27120;HOULBEC COCHEREL
59243;FONTAINE AU PIRE;59157;FONTAINE AU PIRE
54032;AUTREY;54160;AUTREY
62374;GOMIECOURT;62121;GOMIECOURT
27366;LETTEGUIVES;27910;LETTEGUIVES
59250;FOURNES EN WEPPES;59134;FOURNES EN WEPPES
54036;AVRIL;54150;AVRIL
62379;GOUY EN ARTOIS;62123;GOUY EN ARTOIS
27367;LIEUREY;27560;LIEUREY
59267;GONNELIEU;59231;GONNELIEU
54049;BASLIEUX;54620;BASLIEUX
62383;GOUY SOUS BELLONNE;62112;GOUY SOUS BELLONNE
27371;LIVET SUR AUTHOU;27800;LIVET SUR AUTHOU
59273;GRAVELINES;59820;GRAVELINES
54059;BELLEAU;54610;BELLEAU
62388;GRIGNY;62140;GRIGNY
27380;MALLEVILLE SUR LE BEC;27800;MALLEVILLE SUR LE BEC
59274;LA GROISE;59360;LA GROISE
54063;BERNECOURT;54470;BERNECOURT
62395;GUIGNY;62140;GUIGNY
27383;MANDRES;27130;MANDRES
59276;GUESNAIN;59287;GUESNAIN
54078;BLEMEREY;54450;BLEMEREY
62399;HABARCQ;62123;HABARCQ
27385;MANNEVILLE SUR RISLE;27500;MANNEVILLE SUR RISLE
59280;HAMEL;59151;HAMEL
54083;BONVILLER;54300;BONVILLER
62404;HALLOY;62760;HALLOY
27388;MARAIS VERNIER;27680;MARAIS VERNIER
59291;HAUTMONT;59330;HAUTMONT
54084;MONT BONVILLERS;54111;MONT BONVILLERS
62411;HARAVESNES;62390;HARAVESNES
27390;MARCILLY LA CAMPAGNE;27320;MARCILLY LA CAMPAGNE
59305;HERZEELE;59470;HERZEELE
54100;BRIN SUR SEILLE;54280;BRIN SUR SEILLE
62413;HARNES;62440;HARNES
27392;MARTAGNY;27150;MARTAGNY
59307;HOLQUE;59143;HOLQUE
54252;HAROUE;54740;HAROUE
62421;HAVRINCOURT;62147;HAVRINCOURT
27393;MARTAINVILLE;27210;MARTAINVILLE
59312;HONNECOURT SUR ESCAUT;59266;HONNECOURT SUR ESCAUT
54260;HERIMENIL;54300;HERIMENIL
62423;HELFAUT;62570;HELFAUT
27394;MARTOT;27340;MARTOT
59325;JOLIMETZ;59530;JOLIMETZ
54263;HOMECOURT;54310;HOMECOURT
62426;HENINEL;62128;HENINEL
27399;MERCEY;27950;MERCEY
59327;LALLAING;59167;LALLAING
54271;IGNEY;54450;IGNEY
62432;HERBINGHEN;62850;HERBINGHEN
27410;MISEREY;27930;MISEREY
59347;LIESSIES;59740;LIESSIES
54273;JARNY;54800;JARNY
62437;HERLY;62650;HERLY
27413;MONTFORT SUR RISLE;27290;MONTFORT SUR RISLE
59349;LIGNY EN CAMBRESIS;59191;LIGNY EN CAMBRESIS
54284;JOUDREVILLE;54490;JOUDREVILLE
62439;HERMELINGHEN;62132;HERMELINGHEN
27414;MONTREUIL L ARGILLE;27390;MONTREUIL L ARGILLE
59360;LOOS;59120;LOOS
54286;LABRY;54800;LABRY
62440;HERMIES;62147;HERMIES
27415;MORAINVILLE JOUVEAUX;27260;MORAINVILLE JOUVEAUX
59378;MARCQ EN BAROEUL;59700;MARCQ EN BAROEUL
54296;LANEUVELOTTE;54280;LANEUVELOTTE
62452;HEURINGHEM;62575;HEURINGHEM
27424;NAGEL SEEZ MESNIL;27190;NAGEL SEEZ MESNIL
59381;MARESCHES;59990;MARESCHES
54300;LANEUVEVILLE DEVANT NANCY;54410;LANEUVEVILLE DEVANT NANCY
62455;HOCQUINGHEN;62850;HOCQUINGHEN
27430;LA NEUVE GRANGE;27150;LA NEUVE GRANGE
59382;MARETZ;59238;MARETZ
54320;LOISY;54700;LOISY
62462;HUCLIER;62130;HUCLIER
27436;NOGENT LE SEC;27190;NOGENT LE SEC
59385;MARPENT;59164;MARPENT
54325;LOROMONTZEY;54290;LOROMONTZEY
62471;BELLINGHEM;62129;BELLINGHEM
27439;NORMANVILLE;27930;NORMANVILLE
59386;MARQUETTE LEZ LILLE;59520;MARQUETTE LEZ LILLE
54332;MAIDIERES;54700;MAIDIERES
62479;LABEUVRIERE;62122;LABEUVRIERE
27441;NOTRE DAME D EPINE;27800;NOTRE DAME D EPINE
59387;MARQUETTE EN OSTREVANT;59252;MARQUETTE EN OSTREVANT
54334;MAIRY MAINVILLE;54150;MAIRY MAINVILLE
62481;LABROYE;62140;LABROYE
27442;NOTRE DAME DU HAMEL;27390;NOTRE DAME DU HAMEL
59390;MASNY;59176;MASNY
54337;MALAVILLERS;54560;MALAVILLERS
62483;LACRES;62830;LACRES
27448;PACY SUR EURE;27120;PACY SUR EURE
59392;MAUBEUGE;59600;MAUBEUGE
54353;MARS LA TOUR;54800;MARS LA TOUR
62485;LAIRES;62960;LAIRES
27451;PARVILLE;27180;PARVILLE
59399;MERRIS;59270;MERRIS
54360;MENIL LA TOUR;54200;MENIL LA TOUR
62493;LEBUCQUIERE;62124;LEBUCQUIERE
27456;PINTERVILLE;27400;PINTERVILLE
59407;MONCHAUX SUR ECAILLON;59224;MONCHAUX SUR ECAILLON
54370;MINORVILLE;54385;MINORVILLE
62500;LESPESSES;62190;LESPESSES
27465;LE PLESSIS HEBERT;27120;LE PLESSIS HEBERT
59408;MONCHEAUX;59283;MONCHEAUX
54380;MONT LE VIGNOBLE;54113;MONT LE VIGNOBLE
62507;LIENCOURT;62810;LIENCOURT
27467;PONT AUDEMER;27500;PONT AUDEMER
59412;MONTAY;59360;MONTAY
54392;MOUTROT;54113;MOUTROT
62517;LINGHEM;62120;LINGHEM
27476;LES PREAUX;27500;LES PREAUX
59413;MONTIGNY EN CAMBRESIS;59225;MONTIGNY EN CAMBRESIS
54398;NEUVILLER LES BADONVILLER;54540;NEUVILLER LES BADONVILLER
62519;LISBOURG;62134;LISBOURG
27490;RICHEVILLE;27420;RICHEVILLE
59414;MONTIGNY EN OSTREVENT;59182;MONTIGNY EN OSTREVENT
54404;NOVIANT AUX PRES;54385;NOVIANT AUX PRES
62520;LOCON;62400;LOCON
27496;ROSAY SUR LIEURE;27790;ROSAY SUR LIEURE
59415;MONTRECOURT;59227;MONTRECOURT
54423;PEXONNE;54540;PEXONNE
62522;LOISON SUR CREQUOISE;62990;LOISON SUR CREQUOISE
27512;ST AUBIN DE SCELLON;27230;ST AUBIN DE SCELLON
59426;NEUVILLE EN FERRAIN;59960;NEUVILLE EN FERRAIN
54424;PHLIN;54610;PHLIN
62523;LOISON SOUS LENS;62218;LOISON SOUS LENS
27514;ST AUBIN DU THENNEY;27270;ST AUBIN DU THENNEY
59429;NEUVILLE SUR ESCAUT;59293;NEUVILLE SUR ESCAUT
54453;REMBERCOURT SUR MAD;54470;REMBERCOURT SUR MAD
62527;LONGVILLIERS;62630;LONGVILLIERS
27516;TREIS SANTS EN OUCHE;27270;TREIS SANTS EN OUCHE
59430;NEUVILLY;59360;NEUVILLY
54466;ROYAUMEIX;54200;ROYAUMEIX
62528;LOOS EN GOHELLE;62750;LOOS EN GOHELLE
